total_screen_time_minutes,daily_limit_minutes,late_night_minutes,longest_session_minutes,restricted_app_attempts_today,rule_violations_7d,frequent_app_opens_today,risk_points,risk_label
85,240,0,59,1,0,36,2,Low Risk
158,180,3,68,0,4,5,4,Moderate Risk
215,180,0,37,0,0,1,2,Low Risk
136,120,0,41,0,0,6,2,Low Risk
0,60,0,0,0,0,13,0,Low Risk
158,240,0,59,1,0,12,0,Low Risk
223,180,0,0,0,3,4,4,Moderate Risk
62,60,0,22,0,0,24,4,Moderate Risk
111,120,44,19,0,4,35,6,High Risk
0,120,31,0,1,0,9,2,Low Risk
149,240,40,37,0,0,9,2,Low Risk
122,60,0,1,0,0,0,2,Low Risk
268,180,0,162,0,5,21,7,High Risk
64,60,0,1,1,1,8,2,Low Risk
351,120,0,143,0,0,28,5,Moderate Risk
273,60,0,0,0,0,6,2,Low Risk
62,60,0,40,0,1,2,2,Low Risk
195,180,0,86,1,1,8,2,Moderate Risk
152,120,0,96,3,0,9,5,Moderate Risk
225,120,0,51,0,0,6,2,Low Risk
337,120,31,94,0,0,11,5,Moderate Risk
269,180,0,82,3,0,6,4,Moderate Risk
132,180,32,27,0,1,7,2,Low Risk
40,60,10,36,0,0,10,2,Low Risk
106,120,0,0,0,5,22,4,Moderate Risk
138,60,0,26,0,0,19,4,Moderate Risk
171,60,0,74,0,0,8,2,Moderate Risk
152,180,0,0,0,1,27,2,Low Risk
224,120,0,26,0,0,41,4,Moderate Risk
240,180,0,149,0,3,30,7,High Risk
0,240,0,0,1,0,23,2,Low Risk
212,240,0,85,0,2,26,2,Low Risk
226,180,86,30,0,0,31,6,High Risk
57,240,0,79,0,0,25,2,Low Risk
6,180,73,102,0,1,31,5,Moderate Risk
159,180,0,108,0,0,8,1,Low Risk
294,60,20,112,1,0,11,5,Moderate Risk
184,180,0,64,1,0,2,2,Low Risk
120,120,19,12,0,0,13,2,Low Risk
299,120,0,86,0,0,0,2,Low Risk
73,180,0,41,0,0,4,0,Low Risk
126,180,0,32,0,0,18,2,Low Risk
227,120,0,45,0,0,7,2,Low Risk
81,240,0,0,0,1,3,0,Low Risk
199,240,0,140,0,0,13,1,Low Risk
150,180,36,77,0,0,23,4,Moderate Risk
110,240,0,0,0,0,14,0,Low Risk
70,240,0,31,0,0,7,0,Low Risk
116,180,0,80,0,0,31,2,Low Risk
77,180,0,25,0,3,1,2,Low Risk
97,120,0,38,0,0,9,0,Low Risk
54,180,47,3,1,3,5,4,Moderate Risk
0,240,0,0,0,0,8,0,Low Risk
274,180,30,57,0,0,27,6,Moderate Risk
204,180,0,140,0,3,32,7,High Risk
170,120,35,44,0,1,15,4,Moderate Risk
87,60,45,77,0,3,0,6,High Risk
71,180,0,0,0,0,0,0,Low Risk
0,240,0,73,0,4,12,2,Low Risk
135,240,0,49,0,1,6,0,Low Risk
172,60,0,86,0,2,14,2,Low Risk
199,240,0,41,0,0,13,0,Low Risk
0,180,0,95,0,5,14,3,Moderate Risk
51,180,1,0,1,1,13,2,Low Risk
148,240,0,51,1,1,13,0,Low Risk
57,60,0,90,0,1,5,0,Low Risk
118,60,0,64,1,0,0,2,Low Risk
17,60,99,0,0,0,1,2,Low Risk
127,120,0,156,3,0,14,5,Moderate Risk
0,180,0,45,0,0,1,0,Low Risk
80,240,21,0,0,0,36,4,Moderate Risk
9,240,52,60,0,0,23,4,Moderate Risk
132,60,0,12,1,0,28,4,Moderate Risk
75,120,14,103,0,0,5,3,Moderate Risk
209,240,0,71,0,1,10,0,Low Risk
91,60,0,22,0,0,2,2,Low Risk
231,240,0,175,0,4,9,3,Moderate Risk
155,120,8,123,0,4,11,7,High Risk
0,120,0,4,6,0,10,2,Low Risk
27,240,0,0,1,0,33,2,Low Risk
165,240,0,46,0,5,27,4,Moderate Risk
228,60,0,99,0,0,8,3,Moderate Risk
209,240,32,35,0,2,2,2,Low Risk
194,180,0,0,0,6,17,6,High Risk
157,120,0,45,0,1,10,2,Low Risk
76,120,0,104,0,0,2,1,Low Risk
303,240,0,43,0,0,5,2,Low Risk
188,240,0,0,0,1,12,0,Low Risk
212,120,0,46,2,0,9,2,Low Risk
245,60,0,53,4,1,18,6,High Risk
215,60,0,0,0,0,20,4,Moderate Risk
122,180,0,99,0,0,31,3,Moderate Risk
215,60,37,34,1,4,27,8,High Risk
65,180,4,79,0,0,29,4,Moderate Risk
134,180,0,0,0,4,2,2,Low Risk
115,60,0,50,2,0,0,2,Low Risk
210,240,0,0,1,0,0,0,Moderate Risk
177,120,0,74,1,0,11,2,Low Risk
125,120,0,74,0,1,6,2,Low Risk
245,120,0,21,0,0,25,4,Moderate Risk
325,240,0,11,0,2,4,2,Low Risk
140,60,0,29,0,1,29,4,Moderate Risk
209,60,38,126,5,2,2,7,High Risk
195,240,0,67,0,0,5,0,Low Risk
237,60,1,107,0,0,0,5,Moderate Risk
278,120,0,63,3,0,3,4,Moderate Risk
173,180,18,110,0,0,33,5,Moderate Risk
301,60,0,113,1,0,15,3,Moderate Risk
167,240,0,85,0,0,25,2,Low Risk
10,240,0,16,0,0,6,0,Low Risk
181,60,0,77,0,0,39,4,Moderate Risk
151,120,7,69,0,2,4,4,Moderate Risk
0,60,0,58,0,3,0,2,Low Risk
0,120,0,46,1,1,11,0,Low Risk
233,180,0,109,1,0,9,3,Moderate Risk
158,180,198,78,0,0,9,2,Moderate Risk
215,60,22,7,2,7,2,6,High Risk
53,180,0,11,0,0,6,0,Low Risk
48,180,0,77,0,0,6,0,Low Risk
143,60,0,0,0,1,11,2,Low Risk
202,180,0,63,0,0,2,2,Low Risk
37,240,0,0,1,4,25,4,Moderate Risk
136,120,0,73,4,0,0,4,Moderate Risk
147,120,3,42,0,0,4,4,Moderate Risk
154,240,0,34,1,5,6,2,Low Risk
385,120,0,52,0,0,10,2,Low Risk
311,60,0,15,0,0,8,2,Low Risk
99,240,17,34,0,0,11,2,Low Risk
13,60,0,131,0,0,0,1,Low Risk
145,240,0,55,0,0,8,0,Low Risk
85,240,0,13,0,5,0,2,Low Risk
83,240,0,13,0,0,17,2,Low Risk
231,60,0,3,0,0,1,2,Low Risk
39,180,0,1,1,0,3,0,Low Risk
4,60,0,75,1,0,25,2,Low Risk
30,180,0,3,0,0,1,0,Low Risk
192,120,0,27,0,0,13,2,Low Risk
248,180,0,6,0,2,12,2,Low Risk
254,240,0,0,0,0,13,2,Low Risk
245,240,141,66,0,1,10,4,Moderate Risk
176,120,0,26,0,0,3,2,Low Risk
209,120,80,0,0,0,11,4,High Risk
0,120,0,94,0,4,25,5,Moderate Risk
179,120,1,33,2,2,9,4,Moderate Risk
0,60,0,58,0,0,5,0,Low Risk
251,120,0,25,0,0,7,2,Low Risk
51,60,0,13,0,1,0,0,Low Risk
345,240,0,135,2,1,13,3,Moderate Risk
328,60,0,53,0,0,28,4,Moderate Risk
177,120,25,93,1,0,3,5,High Risk
21,60,0,0,0,2,14,0,Low Risk
73,60,0,85,0,0,39,4,Moderate Risk
189,120,9,24,0,1,0,4,Moderate Risk
105,180,11,33,0,5,16,6,High Risk
289,240,7,62,0,3,13,6,High Risk
142,120,0,198,2,9,26,7,High Risk
101,60,0,13,0,0,0,2,Low Risk
0,240,21,64,0,0,11,2,Low Risk
308,180,0,26,1,0,7,2,Low Risk
0,60,5,100,0,0,20,5,Moderate Risk
0,60,0,58,0,0,8,0,Low Risk
72,120,0,67,0,1,30,2,Low Risk
92,120,7,47,0,4,36,6,High Risk
167,180,0,68,0,0,5,0,Low Risk
0,240,6,43,1,0,3,2,Low Risk
162,180,0,105,2,3,2,3,Moderate Risk
112,240,0,14,0,0,10,0,Low Risk
398,180,0,138,0,2,26,5,Moderate Risk
6,120,0,0,0,0,6,0,Low Risk
0,180,0,7,0,0,30,2,Moderate Risk
119,120,81,95,0,4,2,5,Moderate Risk
167,240,0,43,2,0,21,2,Low Risk
222,120,0,78,1,2,8,2,Low Risk
177,60,0,82,0,0,5,2,Low Risk
86,60,80,60,2,0,29,6,High Risk
0,180,45,11,0,0,19,4,Moderate Risk
217,240,10,139,1,0,0,3,Moderate Risk
91,180,0,101,2,0,11,1,Low Risk
202,180,0,0,0,1,26,4,Moderate Risk
148,120,0,0,0,0,10,2,Low Risk
268,180,0,76,0,0,4,2,Low Risk
0,180,0,0,0,0,11,0,Low Risk
129,60,0,33,2,0,4,2,Low Risk
130,120,0,81,0,0,34,4,Moderate Risk
0,120,0,145,1,5,5,3,Moderate Risk
246,240,0,53,0,7,2,4,Moderate Risk
110,120,12,67,2,0,17,4,Moderate Risk
102,60,0,101,1,7,0,5,Moderate Risk
135,180,0,25,1,0,16,2,Low Risk
71,240,5,98,0,0,12,3,Moderate Risk
243,240,0,145,0,0,8,3,Moderate Risk
337,180,88,185,0,0,7,5,Moderate Risk
135,120,0,70,0,0,0,2,Low Risk
0,60,36,34,1,0,18,4,Moderate Risk
178,60,0,99,0,0,18,5,Moderate Risk
117,120,0,80,1,14,8,2,Low Risk
256,180,0,19,0,0,17,4,Moderate Risk
194,60,0,24,0,0,22,4,Moderate Risk
110,180,101,64,5,1,22,6,High Risk
140,120,48,35,5,0,6,6,High Risk
68,120,0,66,0,0,10,0,Low Risk
91,180,0,122,1,0,10,1,Low Risk
250,180,0,51,0,0,2,2,Low Risk
267,60,0,42,0,0,13,2,Low Risk
44,60,48,76,5,0,13,4,Moderate Risk
187,60,21,164,0,0,19,7,High Risk
202,60,0,98,0,0,3,3,Moderate Risk
62,60,0,0,0,0,46,4,Moderate Risk
47,240,145,93,2,0,2,3,Moderate Risk
91,60,0,28,0,2,7,2,Low Risk
178,240,0,62,0,0,0,0,Low Risk
189,180,0,74,1,0,3,2,Low Risk
21,240,14,45,0,0,25,4,Moderate Risk
195,240,0,38,0,0,0,0,Low Risk
136,240,0,152,0,3,12,3,Moderate Risk
110,120,0,53,6,0,10,2,Low Risk
188,120,0,40,4,0,14,4,Moderate Risk
7,60,0,30,0,0,9,0,Low Risk
273,120,28,111,0,0,0,5,Moderate Risk
173,60,0,118,0,1,2,3,Moderate Risk
109,240,0,126,0,0,0,1,Low Risk
204,120,0,72,0,2,27,4,Moderate Risk
278,60,0,41,0,3,6,4,Moderate Risk
33,180,6,2,0,0,11,2,Low Risk
178,240,0,127,4,1,13,3,High Risk
66,60,2,14,0,0,7,4,Moderate Risk
16,120,0,63,0,1,4,0,Low Risk
102,180,0,35,0,0,14,0,Low Risk
147,180,0,77,0,0,5,0,Low Risk
116,240,0,139,0,4,23,5,Moderate Risk
204,120,0,35,1,0,24,4,Moderate Risk
237,240,0,51,3,0,10,2,Low Risk
235,60,0,81,4,0,14,4,Moderate Risk
236,60,92,48,3,0,2,6,High Risk
87,120,0,17,0,0,30,2,Low Risk
249,180,14,103,0,0,15,5,Moderate Risk
26,60,0,69,3,0,1,2,Low Risk
204,240,0,52,0,0,3,0,Low Risk
36,60,0,40,0,3,16,4,Moderate Risk
2,180,2,122,0,2,22,5,Moderate Risk
114,120,27,8,0,0,8,2,Low Risk
80,120,0,8,0,0,0,0,Low Risk
287,240,115,68,0,0,4,4,Moderate Risk
62,60,0,0,2,3,23,6,High Risk
266,180,0,129,0,0,15,3,Moderate Risk
167,240,0,70,0,2,5,0,Low Risk
77,180,0,0,1,0,0,0,Low Risk
86,180,0,0,0,0,1,0,Low Risk
156,180,0,38,0,0,5,0,Low Risk
53,60,19,53,0,2,5,2,Low Risk
63,120,0,104,2,0,11,1,Low Risk
123,240,0,86,0,0,8,0,Low Risk
309,180,0,0,0,0,11,2,Low Risk
131,240,0,0,0,5,6,2,Low Risk
157,60,0,66,0,0,0,2,Low Risk
143,60,43,32,1,0,41,6,High Risk
78,120,0,36,7,0,1,2,Low Risk
140,240,0,42,2,0,9,0,Low Risk
106,120,0,73,0,0,3,0,Low Risk
192,240,0,145,0,0,9,1,Low Risk
0,180,0,6,0,0,5,0,Low Risk
71,60,0,49,0,0,13,2,Low Risk
127,60,0,88,0,1,15,2,Low Risk
155,120,0,26,0,2,1,2,Low Risk
30,240,0,61,0,0,4,0,Moderate Risk
96,240,0,23,0,1,0,0,Low Risk
256,180,0,65,0,1,29,4,Moderate Risk
152,240,0,55,1,0,3,0,Low Risk
139,240,74,25,2,0,4,2,Low Risk
0,120,0,92,2,10,17,5,Moderate Risk
85,60,5,42,0,0,0,4,Moderate Risk
40,60,0,49,0,1,7,0,Low Risk
195,60,0,2,0,0,8,2,Moderate Risk
213,120,0,0,0,6,9,4,Moderate Risk
60,180,0,24,2,0,41,2,Low Risk
131,240,0,102,0,0,10,1,Low Risk
182,180,0,53,0,0,16,4,Moderate Risk
192,180,0,78,0,0,2,2,Moderate Risk
190,240,106,24,0,0,5,2,Low Risk
117,180,1,41,0,0,24,4,Moderate Risk
140,180,0,48,0,0,26,2,Low Risk
295,120,0,143,1,0,11,3,Moderate Risk
318,60,0,47,0,0,0,2,Low Risk
128,60,10,8,2,1,8,4,Moderate Risk
0,180,0,79,0,0,5,0,Low Risk
54,120,0,54,0,2,34,2,Low Risk
222,60,0,14,0,8,0,4,Moderate Risk
141,60,0,94,0,0,27,5,Moderate Risk
25,120,0,119,0,1,10,1,Low Risk
97,240,0,83,0,2,5,0,Low Risk
116,60,3,110,0,0,0,5,Moderate Risk
38,60,0,0,0,0,26,2,Low Risk
248,60,0,75,0,1,24,4,Moderate Risk
278,60,0,93,3,1,3,5,Moderate Risk
0,120,0,77,0,1,6,0,Low Risk
153,240,0,47,0,1,13,0,Low Risk
166,180,0,6,0,0,22,2,Low Risk
106,60,0,0,0,0,10,2,Low Risk
299,60,0,71,0,4,8,4,Moderate Risk
39,180,2,58,0,0,19,4,Moderate Risk
0,120,0,0,0,2,5,0,Low Risk
171,240,67,42,0,3,8,4,Moderate Risk
246,180,40,0,1,0,24,6,High Risk
0,240,0,56,0,6,0,2,Low Risk
288,120,0,33,0,0,3,2,Low Risk
206,60,0,63,0,0,49,4,Moderate Risk
48,60,0,31,0,0,33,2,Low Risk
108,180,0,19,1,5,6,2,Low Risk
89,60,0,122,0,0,14,3,Moderate Risk
266,120,0,115,1,0,13,3,Moderate Risk
86,120,0,64,2,0,19,2,Low Risk
229,120,0,0,0,0,0,2,Low Risk
141,180,0,40,1,1,2,0,Low Risk
238,60,18,100,4,0,5,7,High Risk
50,240,5,172,0,6,47,7,High Risk
304,120,30,63,0,2,25,6,High Risk
91,240,6,0,0,3,0,4,Moderate Risk
74,240,0,15,0,1,21,2,Low Risk
284,180,0,13,0,0,22,4,Moderate Risk
242,60,0,124,0,0,15,3,Moderate Risk
30,180,11,43,0,0,6,2,Low Risk
205,240,0,26,0,0,0,0,Low Risk
240,120,0,140,0,0,10,3,Moderate Risk
200,240,0,55,1,0,24,2,Low Risk
192,60,0,131,1,0,12,3,Moderate Risk
16,60,0,111,0,0,15,1,Low Risk
217,60,0,70,2,0,0,2,Low Risk
78,180,0,7,0,0,11,0,Low Risk
87,120,0,0,0,1,4,0,Low Risk
83,60,103,50,2,0,0,4,Moderate Risk
351,120,0,26,0,0,10,2,Low Risk
56,120,0,0,0,2,7,0,Low Risk
125,240,0,96,0,3,15,3,Moderate Risk
115,120,30,43,0,1,8,2,Low Risk
86,60,0,95,0,2,19,5,Moderate Risk
59,60,0,0,1,0,0,0,Low Risk
261,240,76,66,1,2,5,4,Low Risk
177,60,0,15,0,4,14,4,Moderate Risk
155,180,0,0,0,1,4,0,Low Risk
192,240,0,5,0,0,4,0,Low Risk
243,60,0,0,0,0,27,4,Moderate Risk
95,180,0,0,0,2,11,0,Low Risk
77,180,0,0,1,0,0,0,Low Risk
220,120,0,83,0,3,10,4,Moderate Risk
219,240,1,36,0,0,9,2,Low Risk
268,240,0,25,3,0,4,4,Moderate Risk
204,120,31,98,0,0,29,7,High Risk
145,180,0,20,6,0,7,2,Low Risk
208,60,0,20,2,0,7,2,Low Risk
189,60,0,31,2,0,4,2,Moderate Risk
209,240,0,79,0,3,13,2,Low Risk
93,120,124,30,0,5,26,6,High Risk
76,60,0,16,0,0,0,2,Low Risk
124,60,0,132,0,0,8,3,Moderate Risk
127,60,0,60,0,3,18,6,High Risk
118,120,0,0,0,0,0,0,Low Risk
321,180,0,21,0,1,5,2,Low Risk
61,240,7,52,0,2,12,2,Moderate Risk
139,240,0,85,0,1,8,0,Low Risk
396,240,30,36,0,1,0,4,Moderate Risk
78,60,9,54,0,0,8,4,Moderate Risk
213,60,0,39,0,1,0,2,Low Risk
121,240,0,122,0,2,15,1,Moderate Risk
106,240,0,154,0,0,12,1,Low Risk
61,240,0,79,1,0,10,0,Low Risk
62,240,0,46,1,2,0,0,Low Risk
37,120,14,0,0,2,5,2,Low Risk
105,240,0,0,0,4,5,2,Low Risk
95,60,0,54,0,0,15,2,Low Risk
104,240,4,56,0,0,3,2,Low Risk
0,240,0,41,2,1,14,0,Low Risk
115,60,149,111,0,1,9,5,Moderate Risk
94,180,0,18,1,0,8,0,Low Risk
62,240,0,62,1,1,8,0,Low Risk
10,60,0,70,1,1,31,2,Low Risk
164,60,0,229,3,0,30,7,High Risk
130,180,0,82,1,0,11,0,Low Risk
125,180,0,12,0,0,3,0,Low Risk
230,240,0,35,0,2,11,0,Low Risk
187,120,30,59,0,1,12,4,Moderate Risk
188,240,0,36,0,7,11,2,Low Risk
219,240,57,29,3,0,10,4,Moderate Risk
237,60,0,37,0,1,8,2,Low Risk
190,240,0,2,0,0,14,0,Low Risk
185,240,0,80,0,2,10,0,Low Risk
222,120,0,16,0,4,12,4,Moderate Risk
41,180,0,97,0,0,17,3,Moderate Risk
171,240,0,0,0,1,1,0,Low Risk
123,180,46,49,0,0,0,2,Low Risk
121,60,0,0,0,0,9,2,Low Risk
0,120,0,9,2,0,6,0,Low Risk
0,120,0,54,2,0,6,0,Low Risk
0,120,0,120,0,2,14,1,Low Risk
266,120,0,118,0,0,0,3,Moderate Risk
405,240,18,36,0,6,17,8,High Risk
115,240,0,104,0,0,4,1,Low Risk
383,120,0,66,0,4,15,4,Moderate Risk
317,60,0,140,0,4,7,5,Moderate Risk
241,60,0,0,0,2,5,2,Low Risk
47,180,0,68,0,0,7,0,Low Risk
154,240,0,115,2,2,0,1,Low Risk
143,180,0,19,0,0,2,0,Low Risk
0,180,7,37,0,0,9,2,Low Risk
253,60,0,33,9,2,29,6,High Risk
188,180,0,107,0,0,34,5,Moderate Risk
239,120,0,0,0,0,8,2,Low Risk
26,240,35,141,0,1,25,5,Moderate Risk
0,120,0,40,0,0,8,0,Low Risk
194,240,0,15,0,0,0,0,Low Risk
78,60,0,188,0,3,28,7,High Risk
85,60,0,20,0,0,2,2,Low Risk
96,60,1,0,0,2,37,6,High Risk
73,120,0,22,2,5,12,2,Low Risk
281,180,0,95,0,0,3,3,Moderate Risk
184,120,0,31,0,1,0,2,Low Risk
469,180,0,124,5,0,0,5,Moderate Risk
309,180,0,62,2,0,4,2,Low Risk
92,120,0,34,0,1,17,2,Low Risk
0,180,0,151,0,0,9,1,Low Risk
66,180,0,141,0,3,13,3,Moderate Risk
282,60,3,0,0,0,8,4,Moderate Risk
93,180,0,26,0,0,18,2,Low Risk
315,240,0,43,0,1,8,2,Low Risk
184,180,0,31,0,0,4,2,Low Risk
114,180,0,41,0,0,8,0,Low Risk
71,60,0,100,0,0,9,3,Moderate Risk
0,60,0,140,0,0,1,1,Low Risk
184,180,9,27,0,1,8,4,Moderate Risk
258,60,0,29,5,0,19,6,High Risk
212,120,0,45,0,0,17,4,Moderate Risk
79,180,2,78,0,0,0,2,Low Risk
245,120,9,0,1,4,26,8,High Risk
124,180,10,105,1,1,6,3,Moderate Risk
221,180,0,0,3,0,6,4,Moderate Risk
200,120,14,17,0,0,32,6,High Risk
262,180,0,47,1,1,12,2,Low Risk
59,240,122,23,0,2,0,2,Low Risk
87,120,0,34,2,0,0,0,Low Risk
183,120,34,24,4,2,0,6,High Risk
69,180,0,10,0,15,0,2,Low Risk
0,240,92,69,0,0,26,4,Moderate Risk
183,120,0,34,0,3,11,4,Moderate Risk
78,60,0,79,0,0,45,4,High Risk
27,120,14,121,0,0,3,3,Moderate Risk
127,120,0,48,2,0,14,2,Low Risk
269,120,0,13,0,0,2,2,Low Risk
225,60,0,108,0,0,27,5,Moderate Risk
208,180,27,0,0,2,15,4,Moderate Risk
196,60,6,63,0,0,0,4,Moderate Risk
77,120,45,91,4,0,27,7,High Risk
177,120,0,42,0,0,9,2,Moderate Risk
208,240,0,52,0,3,5,2,Low Risk
76,240,0,0,3,2,0,2,Low Risk
3,60,34,19,0,0,5,2,Low Risk
90,240,0,73,0,1,11,0,Low Risk
112,240,0,9,0,4,18,4,High Risk
57,120,0,0,0,0,5,0,Low Risk
58,60,0,51,1,1,0,0,Low Risk
96,60,0,66,2,0,23,4,Moderate Risk
138,120,0,104,0,4,17,7,High Risk
67,180,151,61,1,0,5,2,Low Risk
217,180,0,175,0,3,24,7,High Risk
53,180,0,84,0,0,3,0,Low Risk
327,180,13,0,2,1,0,4,Moderate Risk
224,120,0,0,0,2,8,2,Low Risk
130,180,25,136,2,0,5,3,Moderate Risk
86,60,16,0,1,0,14,4,Moderate Risk
0,240,0,127,0,0,6,1,Low Risk
235,240,6,106,0,0,2,3,Moderate Risk
321,240,16,76,0,0,13,4,Moderate Risk
0,180,0,0,0,2,13,0,Low Risk
124,240,0,135,0,0,7,1,Low Risk
240,240,0,72,0,0,11,0,Low Risk
90,120,0,72,0,0,0,0,Low Risk
85,60,8,40,0,0,4,4,Moderate Risk
115,180,0,105,2,3,9,3,Moderate Risk
0,120,0,0,0,5,11,2,Low Risk
35,120,0,0,1,0,2,0,Low Risk
158,120,47,19,0,0,0,4,Moderate Risk
242,240,0,0,0,0,14,2,Low Risk
193,60,0,0,0,0,5,2,Low Risk
172,120,0,41,0,0,0,2,Low Risk
60,240,2,132,0,0,7,3,Moderate Risk
164,180,0,63,1,0,37,2,Low Risk
51,120,0,7,0,0,2,0,Low Risk
248,180,0,39,0,2,5,2,Low Risk
247,240,0,40,0,0,2,2,Low Risk
231,60,39,12,2,6,0,6,High Risk
109,240,0,53,0,0,14,0,Low Risk
133,120,0,86,0,0,34,4,Moderate Risk
170,240,0,70,0,3,18,4,Moderate Risk
150,120,0,94,0,10,5,5,Moderate Risk
177,120,0,9,1,0,18,4,Moderate Risk
192,60,0,0,0,1,2,2,Low Risk
138,240,0,29,2,0,29,2,Low Risk
365,240,0,0,0,1,5,2,Low Risk
47,120,0,55,0,0,42,2,Low Risk
217,240,0,100,0,0,14,1,Low Risk
201,180,129,12,0,0,15,4,Moderate Risk
293,120,0,84,0,0,0,2,Low Risk
132,240,0,63,2,3,13,2,Low Risk
337,120,0,52,0,1,7,2,Low Risk
5,120,3,36,0,0,2,2,Low Risk
165,240,0,10,0,1,10,0,Low Risk
0,240,1,35,0,3,4,4,Moderate Risk
34,120,7,28,2,0,0,2,Low Risk
154,240,0,87,0,0,13,0,Low Risk
221,60,47,53,0,0,0,4,Moderate Risk
58,120,0,119,0,1,11,1,Low Risk
93,180,70,30,0,1,23,4,Moderate Risk
203,60,0,53,0,0,0,2,Low Risk
156,60,0,56,0,0,9,2,Low Risk
76,180,0,39,2,0,7,0,Low Risk
145,240,24,0,0,0,20,4,Moderate Risk
109,180,0,1,2,0,6,0,Low Risk
159,60,6,50,0,2,7,4,Moderate Risk
146,240,14,188,2,0,23,5,Moderate Risk
98,120,0,98,0,1,8,1,Low Risk
153,120,0,83,0,0,2,2,Low Risk
57,240,0,37,0,0,3,0,Low Risk
183,240,38,40,6,0,8,4,Moderate Risk
116,180,93,61,0,1,19,4,Moderate Risk
266,60,0,32,9,3,5,6,High Risk
74,240,0,0,2,6,9,2,Low Risk
170,120,0,22,0,3,7,4,Moderate Risk
204,240,0,71,0,0,0,0,Low Risk
353,240,50,93,0,0,12,5,Moderate Risk
131,60,6,106,0,0,3,5,Moderate Risk
252,180,4,32,5,0,11,6,High Risk
229,120,0,85,3,3,14,6,High Risk
22,120,11,33,4,1,19,6,High Risk
93,60,0,40,0,0,16,4,Low Risk
140,60,0,16,0,0,29,4,Moderate Risk
347,240,0,18,6,0,16,6,High Risk
165,240,0,97,0,0,2,1,Low Risk
139,240,0,113,0,2,2,1,Low Risk
147,120,0,76,0,2,9,2,Low Risk
77,120,0,97,0,6,2,3,Moderate Risk
62,60,0,68,0,0,16,4,High Risk
98,240,0,2,2,4,10,2,Low Risk
280,60,0,39,0,5,35,6,High Risk
265,120,14,6,0,0,2,4,Moderate Risk
159,180,11,14,0,0,9,2,Low Risk
312,240,0,119,0,0,33,5,Moderate Risk
142,240,0,23,0,0,3,0,Low Risk
122,120,0,35,0,0,9,2,Low Risk
185,60,0,70,0,2,12,2,Low Risk
40,180,0,0,3,0,2,2,Low Risk
117,120,0,77,1,0,17,2,Low Risk
27,60,0,55,0,0,5,0,Low Risk
0,60,0,0,1,0,6,0,Low Risk
345,60,0,52,0,0,34,4,Moderate Risk
81,180,0,110,2,0,7,1,Low Risk
192,180,0,47,1,6,3,4,Moderate Risk
185,60,0,148,0,0,6,3,Moderate Risk
308,60,0,83,4,10,24,8,High Risk
361,240,0,3,2,0,8,2,Low Risk
196,180,33,156,0,10,13,7,High Risk
81,60,11,45,0,2,10,4,Moderate Risk
234,120,0,5,0,0,10,2,Low Risk
219,180,0,25,0,0,14,2,Low Risk
114,60,0,45,0,0,0,2,Low Risk
25,120,28,44,0,0,8,2,Low Risk
189,120,0,0,4,1,18,6,High Risk
189,180,0,107,0,3,3,5,Moderate Risk
25,60,0,69,0,1,0,0,Low Risk
349,120,0,39,0,0,0,2,Low Risk
54,120,0,0,0,0,9,0,Low Risk
180,120,5,25,1,0,23,6,High Risk
28,120,40,48,0,2,5,2,Moderate Risk
151,240,0,30,0,1,0,0,Low Risk
155,240,0,21,1,0,12,0,Low Risk
167,240,0,6,1,2,1,0,Low Risk
47,240,0,51,0,0,32,2,Low Risk
172,180,0,38,2,0,3,0,Low Risk
201,60,0,97,0,0,1,3,Moderate Risk
195,60,53,36,0,0,5,4,Low Risk
72,120,0,148,0,1,14,1,Low Risk
98,120,0,0,0,3,21,4,Moderate Risk
164,60,0,55,0,0,35,4,Moderate Risk
0,120,0,77,0,0,0,0,Low Risk
221,180,0,81,2,0,0,2,Low Risk
200,180,0,1,0,1,0,2,Low Risk
75,60,8,70,0,0,10,4,Moderate Risk
120,240,43,0,2,0,5,2,Low Risk
115,240,35,60,0,1,4,2,Low Risk
151,120,50,90,0,0,41,6,High Risk
156,60,0,37,1,0,3,2,Low Risk
94,180,0,62,1,0,0,0,Low Risk
369,240,0,22,2,2,10,2,Low Risk
251,60,0,7,0,4,0,4,Moderate Risk
130,60,0,11,0,0,2,2,Low Risk
129,120,0,13,0,0,16,4,Moderate Risk
112,180,0,129,0,2,29,3,Moderate Risk
0,240,0,8,0,0,0,0,Low Risk
164,120,0,52,1,0,5,2,Low Risk
201,120,23,47,0,0,3,4,Moderate Risk
184,60,0,27,0,1,10,2,Low Risk
194,120,0,86,1,0,13,2,Low Risk
185,180,0,63,0,16,21,6,High Risk
213,180,0,59,1,0,0,2,Low Risk
156,120,0,22,6,5,31,8,High Risk
0,180,0,23,4,0,40,4,Moderate Risk
0,180,110,96,1,0,21,5,Moderate Risk
81,180,0,110,0,0,27,3,Moderate Risk
147,120,0,87,0,0,3,2,Low Risk
153,60,0,71,0,0,20,4,Moderate Risk
72,180,34,37,5,0,28,6,High Risk
139,180,65,18,1,0,4,2,Low Risk
139,120,25,69,0,0,24,6,High Risk
53,120,0,147,0,1,6,1,Low Risk
235,180,80,108,2,2,0,5,Moderate Risk
95,60,0,94,0,9,11,5,Moderate Risk
403,180,0,27,0,0,4,2,Low Risk
216,120,0,105,0,0,1,3,High Risk
131,60,0,22,0,0,4,2,Low Risk
